station,valid,in_high,in_low,in_rh_min,in_rh,in_rh_max,in_solar_mj,in_precip,in_speed,in_gust,in_et,out_lwmv_1,out_lwmv_2,out_lwmdry_1_tot,out_lwmcon_1_tot,out_lwmwet_1_tot,out_lwmdry_2_tot,out_lwmcon_2_tot,out_lwmwet_2_tot,out_bpres_avg,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
OSTI4,739213,49.5859999999999,24.6577999999999,67.93,92.215833346049,100.0,8.32,0.0,1.0692574,7.759945,0.026220470472441,282.4,288.6,123.0,675.8,641.3,0.0,0.0,1440.0,617.8,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,739077,82.5079999999999,64724.0,79.45,96.8770831425985,100.0,17.01,0.01,1.9349531,8.346024,0.128661417322835,398.8,288.7,0.0,0.0,1440.0,0.0,0.0,1440.0,582.1,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
GVNI4,737572,68.8999999999999,61.4119999999999,89.5,96.1708332697551,99.3,6549.0,0.0,3.570156,9.513705,0.0501181102362205,156.7,278.0,1440.0,0.0,0.0,34.0,657.5,748.5,494.3,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
BNKI4,738679,74606.0,49622.0,29.28,46.2466665108999,70.86,25.6,0.0,0.9618842,6.373042,0.206692893700787,2534.0,271.4,0.0,0.0,1440.0,1300.0,140.0,0.0,524.8,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
BNKI4,738111,48.74,29.7536,47.15,73.3675007820129,99.4,8.74,0.0,1.3869028,8.753146,0.0346850409448819,2378.0,276.0,0.0,0.0,1440.0,492.5,948.0,0.0,600.4,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,739365,75.7000022,59.1079999999999,84.5,96.7125002543132,100.0,7866.0,0.04,3.68424,9.616605,0.056023625984252,345.1,292.6,217.5,219.3,1003.0,0.0,0.0,1440.0,592.0,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
GVNI4,738527,34.59999992,18.7999997,68.0,0.142083335667849,273.0,9.0,0.0,3.5276544,11.866966,0.0042519683070866,180.1,271.6,1440.0,0.0,0.0,1440.0,0.0,0.0,608.9,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
BNKI4,738417,80222.0,60.1339999999999,46.86,83.2895828882853,99.6,20.195992,0.0,1.489802,7.8471856,0.155157468503937,1404.0,272.7,0.0,0.0,1440.0,722.5,469.0,248.5,514.8,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,738716,82.0939999999999,65.93,58.11,87.6654163996379,100.0,22.54,0.0,2.9169698,9.1781645,0.194133850393701,273.1,281.3,722.8,717.3,0.0,0.0,587.5,853.0,600.5,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
BNKI4,738226,21.8929999999999,2.47999999999998,47.18,59.3483331998189,69.9,21.08,0.0,3.4896262,14.658668,0.0598425236220473,2145.0,274.4,0.0,0.0,1440.0,677.0,763.0,0.0,607.6,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,737877,49982.0,34.43,35.24,65.3912491798401,99.2,22.59,0.010000001,6.9792523,23.84578,0.138897622047244,273.4,274.1,932.0,459.5,48.25,677.3,724.3,38.5,646.4,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
GVNI4,739154,82.3000009999999,48.299999,-17.0,-0.017000000923872,-17.0,19.15,0.0,2.1273298,10.522566,,180.5,257.5,1440.0,0.0,0.0,1245.0,104.0,91.3,541.7,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
BNKI4,739253,28.5475999999999,17.5099999999999,68.21,84.1229168574015,99.4,3646.0,0.0,0.9395148,9.368304,0.0102755897637795,2474.0,276.5,0.0,0.0,1440.0,0.0,1440.0,0.0,607.5,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,738301,66.3259999999999,53.5999999999999,99.4,99.7583335240682,100.0,10.12,0.01,4.9749546,15.229088,0.0611023622047244,279.0,278.3,0.0,595.8,844.0,0.0,835.0,605.3,612.2,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,737594,85.3339999999999,64.2919999999999,62.54,71.960000038147,87.1,21.18,0.0,1.5546733,12.218166,0.184448818897638,275.8,277.2,100.5,1338.0,1.25,0.0,1440.0,0.0,605.5,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
BNKI4,739102,87.6199999999999,67766.0,68.24,93.459582010905,99.8,13.5,0.0,1.2347909,6.8114824,0.119881881889764,1217.0,289.1,0.0,0.0,1440.0,0.0,141.3,1299.0,503.4,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
GVNI4,738775,79.799999,47.399999,0.0,0.0,0.0,20.07,0.0,2.2973373,7.556383,0.0069685047244094,174.8,259.0,1440.0,0.0,0.0,1440.0,0.0,0.0,527.9,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
BNKI4,738270,43.9699999999999,32.5147999999999,61.65,71.0983328819275,90.0,8.67,0.0,1.5054606,9.410806,0.0472834606299213,723.2,272.2,0.0,0.0,1440.0,1440.0,0.0,0.0,581.6,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
GVNI4,739016,79.6000009999999,45.6999997999999,51.0,0.0509999990463257,51.0,24.02,0.0,5.4201055,18.074474,0.009173229527559,170.9,256.1,1440.0,0.0,0.0,1440.0,0.0,0.0,523.0,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
GVNI4,738599,65.9000011999999,27.80000006,102.0,0.360541666547457,1704.0,19.91,0.0,7.037413,18.007366,0.0086614196850393,166.3,259.0,1440.0,0.0,0.0,1440.0,0.0,0.0,563.3,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,739166,68.2519999999999,38.7788,33.27,65.3016667366028,99.4,16.45,0.0,1.270582,8.694985,0.101062992125984,311.4,285.8,1.5,188.8,1250.0,0.0,662.5,777.5,599.7,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,738033,76.3699999999999,59.1259999999999,62.34,86.0366660753886,99.5,10.13,0.04,3.4515984,17.289309,0.0918110236220473,461.9,403.4,0.0,623.5,817.0,172.0,728.3,539.8,1014.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
OSTI4,738866,36.7213999999999,22.9982,40.92,62.8541663487752,94.2,5655.0,0.0,2.796175,12.992147,0.031023624015748,274.2,278.3,747.3,692.8,0.0,69.5,1371.0,0.0,644.8,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
BNKI4,738422,68.7199999999999,49.9279999999999,70.87,94.7849998474121,99.6,14.791295,0.0,1.6195445,6.5766034,0.0782677125984252,712.1,261.1,0.0,0.0,1440.0,644.8,199.0,596.3,579.6,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
GVNI4,739297,29.99999984,10.7000006,-17.0,0.0198333325485388,51.0,5636.0,0.0,9.088687,25.926134,0.0040551181102362,195.1,257.8,1440.0,0.0,0.0,1304.0,79.0,56.75,609.7,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
BNKI4,739151,73.2739999999999,53.3119999999999,82.3,97.8499994277954,99.7,4638.0,0.0,2.163121,8.227466,0.028779531496063,1091.0,279.7,0.0,0.0,1440.0,0.0,1440.0,0.0,571.1,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,738113,45.2912,19.4881999999999,39.54,68.5091663996379,99.4,8.04,0.0,1.3153207,12.540285,0.0270078700787402,272.0,273.4,901.0,539.0,0.0,621.3,819.0,0.0,681.1,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,738686,91.5999979999999,57.3999997999999,187.0,0.226666666567326,255.0,24.87,0.0,2.272731,14.191148,0.224842535433071,2668.0,2595.0,0.0,0.0,1440.0,0.0,0.0,1440.0,1011.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
AHTI4,737827,8.94199999999993,-8.46400000000004,69.18,76.5329163869222,81.5,7381.0,0.0,5.771305,15.783849,0.0151574811023622,279.5,277.4,0.0,1440.0,0.0,0.0,1440.0,0.0,1023.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
BNKI4,739039,74138.0,53.5999999999999,63.61,92.4737510681152,99.8,18.10986,0.0,1.6195445,8.533926,0.110236220472441,252.3,276.8,622.3,4.75,813.0,14.25,959.0,466.5,540.9,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
GVNI4,738071,87.4000022,59.3000006,0.0,0.0,0.0,15.51,0.0,3.8989866,11.750646,0.006574803543307,162.2,266.4,1440.0,0.0,0.0,1440.0,0.0,0.0,532.5,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,739298,20.0516,-0.742000000000058,64.95,87.9041662216187,100.0,13.22,0.0,7.377428,17.143908,0.0223622086614173,274.4,279.2,771.0,669.0,0.0,0.0,1440.0,0.0,668.3,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,738069,74.3539999999999,61196.0,62.65,79.4079170227051,89.8,9.88,0.0,3.5343652,12.699108,0.0990944881889764,280.2,276.8,0.0,1440.0,0.0,384.5,1056.0,0.0,1024.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
GVNI4,739257,24.0999997999999,5.80000099999989,-17.0,-0.017000000923872,-17.0,9.13,0.0,6.006184,17.78591,,193.0,258.6,1440.0,0.0,0.0,1440.0,0.0,0.0,611.3,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,738977,49.6039999999999,41.6929999999999,100.0,100.0,100.0,2485.0,0.11,5.742225,15.638448,0.0137007881889764,287.8,313.7,0.0,666.3,773.8,0.0,512.5,928.0,613.2,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,737576,78764.0,52.6279999999999,42.14,60.9566671053569,91.0,26.81,0.0,1.4965129,14.278388,0.21503937007874,272.7,273.8,967.0,473.0,0.0,857.0,583.3,0.0,608.1,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
BNKI4,738538,36.6854,29.5232,99.4,99.5499992370606,99.7,3329.0,0.22,2.8923633,16.296108,0.0105511811023622,790.4,270.5,0.0,0.0,1440.0,340.0,902.0,198.5,597.0,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
BNKI4,738912,38.0245999999999,31.4113999999999,99.8,99.912501335144,100.0,8.56,0.0,1.7202069,8.023904,0.0250787385826772,1067.0,276.3,0.0,0.0,1440.0,455.3,333.8,651.0,590.7,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,737792,22.8937999999999,9.84199999999993,81.7,94.3583313624064,99.2,6.91,0.0,1.5569102,6.138163,0.0138188992125984,276.3,278.3,319.3,697.5,423.3,0.0,855.0,585.3,747.9,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,738905,7.15999999999992,-12.7840000000001,67.75,86.2941672007243,96.4,10.3,0.0,2.3241806,7.598885,0.0104330716535433,277.2,291.6,407.5,1033.0,0.0,0.0,0.0,1440.0,741.6,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
GVNI4,738388,84.0000019999999,61.0999988,0.0,0.022666667898496,68.0,22.33,0.0,2.6306415,9.061844,0.0081102374015748,164.9,269.8,1440.0,0.0,0.0,1165.0,79.25,196.0,511.2,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
AHTI4,738370,90.1579999999999,66146.0,59.01,68.3537494341532,76.32,19.08,0.0,4.3776917,12.933987,0.222165377952756,2002.0,76.04,0.0,0.0,1440.0,1440.0,0.0,0.0,1012.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
AHTI4,739020,74.4999979999999,52.6000009999999,187.0,0.223833333700895,255.0,19.93,0.0,5.3485236,14.980787,0.346299232283465,1477.0,1283.0,0.0,0.0,1440.0,0.0,0.0,1440.0,1012.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
OSTI4,738662,79.7539999999999,53816.0,36.02,63.1816665331523,99.7,25.29,0.0,2.0244308,13.007806,0.214685039370079,273.6,278.3,1173.0,203.0,64.5,578.3,794.8,67.0,606.0,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
GVNI4,738378,91.9999975999999,62.0999977999999,34.0,0.066583336951832,68.0,25.56,0.0,3.2681694,11.092985,0.0090551181102362,160.1,263.7,1440.0,0.0,0.0,1440.0,0.0,0.0,497.1,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
AHTI4,737963,81.2839999999999,47.39,38.39,70.4670825004578,93.9,18.82,0.4,4.285977,16.296108,0.191181118110236,278.1,279.5,440.5,557.8,441.8,520.8,520.8,398.5,1016.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
AHTI4,738124,54464.0,31.0531999999999,30.47,59.3470836480459,89.6,19.27,0.0,3.6439753,11.224965,0.110472440944882,2612.0,273.5,0.0,0.0,1440.0,928.0,512.3,0.0,1021.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
BNKI4,739347,54.4000009999999,25.2000001399999,68.0,0.117583338792125,136.0,28.803959,0.0,2.051274,9.558445,0.0078346456692913,2082.0,272.2,0.0,0.0,1440.0,1410.0,30.5,0.0,586.5,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,737944,86.3419999999999,59.1259999999999,26.7,53.778333346049,88.5,26.63,0.010000001,5.0487733,13.401508,0.309645669291339,273.0,273.7,986.0,454.0,0.0,999.0,441.5,0.0,607.2,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
BNKI4,738758,76.5679999999999,60764.0,72.15,93.7429170608521,99.6,13.7,0.0,1.6240184,8.066405,0.109251964566929,2375.0,274.1,0.0,0.0,1440.0,823.0,484.0,133.0,523.1,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
BNKI4,738130,30.0667999999999,6.47599999999992,37.52,61.085833867391,89.9,11.26,0.0,1.9148207,9.616605,0.0363779527559055,2617.0,275.2,0.0,0.0,1440.0,661.5,778.5,0.0,607.3,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
AHTI4,738964,65.399999,26.5999999999999,187.0,0.21958333440125,255.0,19.56,0.0,10.050571,22.548355,0.374055118110236,1801.0,1465.0,0.0,0.0,1440.0,0.0,0.0,1440.0,1013.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
GVNI4,738623,87.4000022,53.5999999999999,409.0,0.522333335131407,749.0,24.94,0.0,11.755119,25.456377,0.0111023622047244,161.5,258.3,1440.0,0.0,0.0,1440.0,0.0,0.0,504.5,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
GVNI4,737571,67.6759999999999,60746.0,89.8,96.1708345413208,99.3,10.44,0.53999996,5.7422247,15.958329,0.0725590551181102,159.1,284.8,1440.0,0.0,0.0,152.3,508.0,779.8,495.7,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
BNKI4,738279,59306.0,33.9854,49.38,76.9699994723002,99.6,19.9912,0.0,2.2637832,11.3994465,0.0999999881889764,536.9,273.7,3.5,35.75,1401.0,990.0,35.25,415.3,527.0,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
GVNI4,738105,53.5999999999999,36.4999999999999,0.0,0.001416666743656,34.0,10.98,0.03,11.701433,36.372646,0.007362205511811,168.4,263.9,1440.0,0.0,0.0,1440.0,0.0,0.0,593.0,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
AHTI4,738368,88.799999,63.8419999999999,54.89,77.0270829200745,93.9,26.42,0.0,2.310759,9.471204,0.223228346456693,1212.0,76.03,0.0,0.0,1440.0,1440.0,0.0,0.0,1017.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
AHTI4,739011,68.2519999999999,38.8999999399999,187.0,0.223833333700895,255.0,23.27,0.0,3.315145,13.694547,0.265551181102362,1744.0,1353.0,0.0,0.0,1440.0,0.0,0.0,1440.0,1021.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
OSTI4,738981,54.5359999999999,26.6791999999999,49.59,77.8362504641215,100.0,22.75,0.0,2.579192,13.649808,0.121377960629921,274.2,278.3,787.3,527.0,125.8,488.8,615.5,335.8,620.2,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,739386,81.599999,59.3000006,187.0,0.221000000834465,255.0,22.84,0.0,11.618667,35.00811,0.0550787362204725,1200.0,1882.0,0.0,0.0,1440.0,0.0,0.0,1440.0,1001.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
AHTI4,738662,80.9999977999999,52664.0,32.4,56.0437502861023,89.8,25.49,0.0,3.241326,12.5693655,0.247795236220473,1738.0,76.05,0.0,0.0,1440.0,1440.0,0.0,0.0,1021.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
